folder_path,label
D:\processed_faces\real\13__walking_and_outside_surprised,0
D:\processed_faces\fake\id4_id6_0006,1
D:\processed_faces\fake\id1_id26_0000,1
D:\processed_faces\real\19__kitchen_pan,0
D:\processed_faces\fake\id2_id26_0005,1
D:\processed_faces\fake\962_929,1
D:\processed_faces\real\25__talking_against_wall,0
D:\processed_faces\real\00037,0
D:\processed_faces\fake\064_991,1
D:\processed_faces\fake\01_04__walking_down_street_outside_angry__GBC7ZGDP,1
D:\processed_faces\real\00139,0
D:\processed_faces\fake\261_254,1
D:\processed_faces\real\id52_0002,0
D:\processed_faces\fake\160_928,1
D:\processed_faces\fake\id3_id37_0000,1
D:\processed_faces\fake\02_06__walking_down_indoor_hall_disgust__U6MDWIHG,1
D:\processed_faces\real\990,0
D:\processed_faces\real\729,0
D:\processed_faces\fake\id6_id4_0005,1
D:\processed_faces\real\id52_0009,0
D:\processed_faces\real\810,0
D:\processed_faces\real\584,0
D:\processed_faces\real\759,0
D:\processed_faces\real\465,0
D:\processed_faces\real\101,0
D:\processed_faces\fake\id3_id6_0001,1
D:\processed_faces\real\26__talking_angry_couch,0
D:\processed_faces\fake\391_406,1
D:\processed_faces\real\561,0
D:\processed_faces\fake\02_07__podium_speech_happy__UH60ROEK,1
D:\processed_faces\fake\764_850,1
D:\processed_faces\fake\080_061,1
D:\processed_faces\fake\463_464,1
D:\processed_faces\fake\id3_id9_0001,1
D:\processed_faces\fake\163_031,1
D:\processed_faces\fake\id2_id21_0007,1
D:\processed_faces\real\11__talking_angry_couch,0
D:\processed_faces\real\026,0
D:\processed_faces\real\id8_0008,0
D:\processed_faces\fake\660_634,1
D:\processed_faces\real\20__secret_conversation,0
D:\processed_faces\fake\id2_id37_0001,1
D:\processed_faces\fake\id2_id28_0006,1
D:\processed_faces\fake\315_322,1
D:\processed_faces\real\01__walking_outside_cafe_disgusted,0
D:\processed_faces\real\00154,0
D:\processed_faces\real\318,0
D:\processed_faces\real\471,0
D:\processed_faces\real\890,0
D:\processed_faces\real\390,0
D:\processed_faces\fake\01_11__talking_angry_couch__FAFWDR4W,1
D:\processed_faces\fake\id1_id26_0006,1
D:\processed_faces\fake\id5_id59_0003,1
D:\processed_faces\fake\546_621,1
D:\processed_faces\fake\id3_id28_0003,1
D:\processed_faces\real\id7_0008,0
D:\processed_faces\real\05__outside_talking_still_laughing,0
D:\processed_faces\fake\426_287,1
D:\processed_faces\real\257,0
D:\processed_faces\real\id11_0007,0
D:\processed_faces\fake\01_03__talking_against_wall__JZUXXFRB,1
D:\processed_faces\fake\01_27__talking_angry_couch__ZYCZ30C0,1
D:\processed_faces\real\849,0
D:\processed_faces\fake\02_06__walking_down_street_outside_angry__MKZTXQ2T,1
D:\processed_faces\real\508,0
D:\processed_faces\fake\id2_id0_0001,1
D:\processed_faces\real\00168,0
D:\processed_faces\fake\922_898,1
D:\processed_faces\real\id31_0004,0
D:\processed_faces\real\14__walking_down_street_outside_angry,0
D:\processed_faces\fake\02_13__secret_conversation__CP5HFV3K,1
D:\processed_faces\real\275,0
D:\processed_faces\real\id60_0004,0
D:\processed_faces\fake\713_726,1
D:\processed_faces\real\194,0
D:\processed_faces\real\id20_0006,0
D:\processed_faces\fake\276_185,1
D:\processed_faces\real\589,0
D:\processed_faces\real\00245,0
D:\processed_faces\real\690,0
D:\processed_faces\real\029,0
D:\processed_faces\fake\id3_id9_0008,1
D:\processed_faces\real\id32_0008,0
D:\processed_faces\real\id39_0006,0
D:\processed_faces\fake\id3_id1_0001,1
D:\processed_faces\fake\id6_id31_0004,1
D:\processed_faces\fake\258_246,1
D:\processed_faces\real\23__walking_down_street_outside_angry,0
D:\processed_faces\fake\id4_id21_0008,1
D:\processed_faces\fake\490_534,1
D:\processed_faces\fake\id6_id23_0008,1
D:\processed_faces\fake\id9_id1_0008,1
D:\processed_faces\real\22__podium_speech_happy,0
D:\processed_faces\real\938,0
D:\processed_faces\real\id34_0005,0
D:\processed_faces\fake\807_273,1
D:\processed_faces\fake\02_06__podium_speech_happy__N8OSN8P6,1
D:\processed_faces\real\724,0
D:\processed_faces\fake\id4_id0_0000,1
D:\processed_faces\fake\028_068,1
D:\processed_faces\fake\812_821,1
D:\processed_faces\fake\186_170,1
D:\processed_faces\fake\022_489,1
D:\processed_faces\fake\262_301,1
D:\processed_faces\real\18__walking_down_street_outside_angry,0
D:\processed_faces\fake\id4_id20_0001,1
D:\processed_faces\real\00134,0
D:\processed_faces\real\717,0
D:\processed_faces\fake\id6_id16_0000,1
D:\processed_faces\real\878,0
D:\processed_faces\real\763,0
D:\processed_faces\fake\665_679,1
D:\processed_faces\real\03__walking_down_indoor_hall_disgust,0
D:\processed_faces\real\00145,0
D:\processed_faces\real\526,0
D:\processed_faces\fake\533_450,1
D:\processed_faces\fake\id4_id26_0000,1
D:\processed_faces\real\id2_0003,0
D:\processed_faces\real\16__podium_speech_happy,0
D:\processed_faces\fake\id0_id16_0002,1
D:\processed_faces\real\id52_0003,0
D:\processed_faces\fake\id0_id3_0006,1
D:\processed_faces\fake\364_440,1
D:\processed_faces\fake\id2_id3_0009,1
D:\processed_faces\fake\616_614,1
D:\processed_faces\real\id32_0000,0
D:\processed_faces\real\00270,0
D:\processed_faces\fake\id2_id9_0000,1
D:\processed_faces\real\id36_0003,0
D:\processed_faces\real\828,0
D:\processed_faces\real\791,0
D:\processed_faces\fake\365_307,1
D:\processed_faces\real\062,0
D:\processed_faces\fake\id2_id17_0007,1
D:\processed_faces\fake\950_836,1
D:\processed_faces\real\835,0
D:\processed_faces\fake\250_461,1
D:\processed_faces\fake\id6_id0_0008,1
D:\processed_faces\real\id43_0008,0
D:\processed_faces\fake\03_06__talking_against_wall__OPTNKNYK,1
D:\processed_faces\real\00281,0
D:\processed_faces\real\00225,0
D:\processed_faces\fake\id0_id2_0002,1
D:\processed_faces\real\301,0
D:\processed_faces\fake\id1_id9_0002,1
D:\processed_faces\fake\436_526,1
D:\processed_faces\real\856,0
D:\processed_faces\real\433,0
D:\processed_faces\fake\349_350,1
D:\processed_faces\real\id28_0000,0
D:\processed_faces\fake\486_680,1
D:\processed_faces\real\084,0
D:\processed_faces\fake\180_105,1
D:\processed_faces\fake\393_405,1
D:\processed_faces\real\22__kitchen_pan,0
D:\processed_faces\fake\id8_id7_0007,1
D:\processed_faces\real\id20_0005,0
D:\processed_faces\fake\id2_id26_0003,1
D:\processed_faces\fake\id4_id23_0003,1
D:\processed_faces\fake\02_25__hugging_happy__Z7FQ69VP,1
D:\processed_faces\real\id44_0004,0
D:\processed_faces\real\493,0
D:\processed_faces\real\23__kitchen_pan,0
D:\processed_faces\fake\id2_id30_0008,1
D:\processed_faces\fake\915_895,1
D:\processed_faces\fake\02_06__walking_down_indoor_hall_disgust__GH8TGTBS,1
D:\processed_faces\fake\382_409,1
D:\processed_faces\fake\068_028,1
D:\processed_faces\real\410,0
D:\processed_faces\real\955,0
D:\processed_faces\fake\02_15__meeting_serious__N864L40U,1
D:\processed_faces\fake\346_351,1
D:\processed_faces\fake\561_998,1
D:\processed_faces\real\14__walking_and_outside_surprised,0
D:\processed_faces\fake\566_617,1
D:\processed_faces\fake\id9_id0_0006,1
D:\processed_faces\fake\id2_id17_0000,1
D:\processed_faces\fake\073_024,1
D:\processed_faces\real\26__kitchen_still,0
D:\processed_faces\fake\373_394,1
D:\processed_faces\fake\568_628,1
D:\processed_faces\fake\337_522,1
D:\processed_faces\real\00235,0
D:\processed_faces\real\688,0
D:\processed_faces\real\505,0
D:\processed_faces\real\083,0
D:\processed_faces\fake\866_878,1
D:\processed_faces\fake\257_420,1
D:\processed_faces\real\347,0
D:\processed_faces\real\906,0
D:\processed_faces\fake\id0_id3_0009,1
D:\processed_faces\fake\927_912,1
D:\processed_faces\fake\03_06__exit_phone_room__1IXGY2FK,1
D:\processed_faces\real\582,0
D:\processed_faces\real\00108,0
D:\processed_faces\real\10__kitchen_still,0
D:\processed_faces\real\203,0
D:\processed_faces\fake\004_982,1
D:\processed_faces\fake\878_866,1
D:\processed_faces\fake\02_07__kitchen_still__TBLYQBIY,1
D:\processed_faces\fake\560_557,1
D:\processed_faces\fake\02_07__walk_down_hall_angry__1JCLEEBQ,1
D:\processed_faces\real\506,0
D:\processed_faces\real\06__outside_talking_pan_laughing,0
D:\processed_faces\real\id56_0004,0
D:\processed_faces\real\00236,0
D:\processed_faces\real\289,0
D:\processed_faces\fake\01_04__podium_speech_happy__6I623VU9,1
D:\processed_faces\real\048,0
D:\processed_faces\real\id7_0006,0
D:\processed_faces\real\179,0
D:\processed_faces\real\315,0
D:\processed_faces\real\id52_0008,0
D:\processed_faces\real\839,0
D:\processed_faces\real\id40_0000,0
D:\processed_faces\fake\340_341,1
D:\processed_faces\fake\031_163,1
D:\processed_faces\fake\209_016,1
D:\processed_faces\fake\01_04__kitchen_pan__GBC7ZGDP,1
D:\processed_faces\real\id13_0010,0
D:\processed_faces\fake\02_25__secret_conversation__Z7FQ69VP,1
D:\processed_faces\real\id42_0001,0
D:\processed_faces\fake\865_739,1
D:\processed_faces\fake\02_07__walking_outside_cafe_disgusted__1H07DFQJ,1
D:\processed_faces\fake\id2_id37_0002,1
D:\processed_faces\real\id61_0008,0
D:\processed_faces\real\id59_0007,0
D:\processed_faces\real\143,0
D:\processed_faces\fake\203_201,1
D:\processed_faces\real\455,0
D:\processed_faces\fake\02_27__hugging_happy__6GC9HY9J,1
D:\processed_faces\real\00294,0
D:\processed_faces\real\id56_0000,0
D:\processed_faces\real\00292,0
D:\processed_faces\fake\007_132,1
D:\processed_faces\fake\id2_id30_0007,1
D:\processed_faces\fake\id4_id35_0009,1
D:\processed_faces\real\id52_0006,0
D:\processed_faces\real\881,0
D:\processed_faces\fake\02_25__outside_talking_pan_laughing__Z7FQ69VP,1
D:\processed_faces\fake\id4_id20_0009,1
D:\processed_faces\fake\id3_id37_0006,1
D:\processed_faces\real\id33_0001,0
D:\processed_faces\fake\id3_id21_0000,1
D:\processed_faces\fake\id6_id31_0006,1
D:\processed_faces\real\00102,0
D:\processed_faces\fake\889_045,1
D:\processed_faces\fake\114_102,1
D:\processed_faces\fake\id1_id28_0009,1
D:\processed_faces\real\00200,0
D:\processed_faces\fake\701_579,1
D:\processed_faces\fake\id4_id21_0004,1
D:\processed_faces\fake\id3_id17_0009,1
D:\processed_faces\fake\899_914,1
D:\processed_faces\fake\836_950,1
D:\processed_faces\real\id38_0004,0
D:\processed_faces\real\id46_0009,0
D:\processed_faces\fake\24_23__talking_angry_couch__YR5OVD4S,1
D:\processed_faces\fake\656_666,1
D:\processed_faces\real\862,0
D:\processed_faces\fake\313_283,1
D:\processed_faces\fake\02_27__outside_talking_pan_laughing__QW05XUUZ,1
D:\processed_faces\fake\692_610,1
D:\processed_faces\fake\id4_id0_0003,1
D:\processed_faces\fake\id2_id37_0008,1
D:\processed_faces\fake\id1_id17_0003,1
D:\processed_faces\fake\id1_id17_0004,1
D:\processed_faces\real\718,0
D:\processed_faces\fake\id3_id35_0006,1
D:\processed_faces\fake\02_09__hugging_happy__9TDCEK1Q,1
D:\processed_faces\real\00257,0
D:\processed_faces\real\651,0
D:\processed_faces\real\id47_0001,0
D:\processed_faces\fake\551_631,1
D:\processed_faces\fake\id3_id37_0009,1
D:\processed_faces\real\235,0
D:\processed_faces\real\id7_0007,0
D:\processed_faces\real\13__exit_phone_room,0
D:\processed_faces\fake\id2_id16_0005,1
D:\processed_faces\fake\id1_id3_0006,1
D:\processed_faces\real\00080,0
D:\processed_faces\fake\317_359,1
D:\processed_faces\fake\id4_id21_0002,1
D:\processed_faces\fake\id1_id35_0004,1
D:\processed_faces\real\00140,0
D:\processed_faces\real\736,0
D:\processed_faces\real\334,0
D:\processed_faces\real\600,0
D:\processed_faces\fake\id3_id16_0008,1
D:\processed_faces\real\id21_0007,0
D:\processed_faces\fake\464_463,1
D:\processed_faces\fake\id2_id0_0007,1
D:\processed_faces\fake\id4_id20_0002,1
D:\processed_faces\real\376,0
D:\processed_faces\real\id57_0002,0
D:\processed_faces\real\16__kitchen_still,0
D:\processed_faces\real\00164,0
D:\processed_faces\real\id20_0009,0
D:\processed_faces\fake\811_920,1
D:\processed_faces\real\240,0
D:\processed_faces\real\387,0
D:\processed_faces\fake\502_504,1
D:\processed_faces\fake\id6_id16_0003,1
D:\processed_faces\fake\02_07__kitchen_pan__34PVT42V,1
D:\processed_faces\real\id61_0006,0
D:\processed_faces\fake\02_15__talking_angry_couch__HTG660F8,1
D:\processed_faces\real\id36_0006,0
D:\processed_faces\fake\02_07__exit_phone_room__1JCLEEBQ,1
D:\processed_faces\fake\id1_id30_0005,1
D:\processed_faces\real\14__outside_talking_pan_laughing,0
D:\processed_faces\fake\id3_id6_0009,1
D:\processed_faces\real\id2_0009,0
D:\processed_faces\fake\id6_id9_0002,1
D:\processed_faces\real\id20_0004,0
D:\processed_faces\real\00273,0
D:\processed_faces\fake\957_959,1
D:\processed_faces\real\796,0
D:\processed_faces\fake\104_126,1
D:\processed_faces\fake\02_14__walking_outside_cafe_disgusted__3IUBEKCT,1
D:\processed_faces\fake\886_877,1
D:\processed_faces\fake\453_402,1
D:\processed_faces\fake\356_324,1
D:\processed_faces\fake\id4_id6_0008,1
D:\processed_faces\real\445,0
D:\processed_faces\fake\01_11__meeting_serious__WIZ7GKOD,1
D:\processed_faces\fake\id6_id4_0007,1
D:\processed_faces\fake\588_556,1
D:\processed_faces\real\17__hugging_happy,0
D:\processed_faces\fake\id0_id6_0006,1
D:\processed_faces\fake\666_656,1
D:\processed_faces\fake\514_443,1
D:\processed_faces\real\743,0
D:\processed_faces\real\04__exit_phone_room,0
D:\processed_faces\real\00272,0
D:\processed_faces\fake\01_03__secret_conversation__480LQD1C,1
D:\processed_faces\fake\465_482,1
D:\processed_faces\fake\id0_id28_0009,1
D:\processed_faces\real\730,0
D:\processed_faces\real\06__walking_and_outside_surprised,0
D:\processed_faces\fake\952_882,1
D:\processed_faces\real\767,0
D:\processed_faces\fake\762_832,1
D:\processed_faces\fake\id2_id1_0007,1
D:\processed_faces\real\21__outside_talking_still_laughing,0
D:\processed_faces\fake\id6_id1_0003,1
D:\processed_faces\real\id16_0001,0
D:\processed_faces\real\id28_0008,0
D:\processed_faces\fake\246_258,1
D:\processed_faces\real\id13_0011,0
D:\processed_faces\real\id4_0003,0
D:\processed_faces\real\00068,0
D:\processed_faces\fake\248_232,1
D:\processed_faces\real\id9_0001,0
D:\processed_faces\fake\178_598,1
D:\processed_faces\real\270,0
D:\processed_faces\fake\id3_id16_0005,1
D:\processed_faces\real\id49_0006,0
D:\processed_faces\fake\737_719,1
D:\processed_faces\real\id58_0007,0
D:\processed_faces\real\00258,0
D:\processed_faces\fake\243_156,1
D:\processed_faces\fake\id0_id16_0001,1
D:\processed_faces\fake\id4_id37_0006,1
D:\processed_faces\real\id32_0001,0
D:\processed_faces\fake\02_06__walking_down_indoor_hall_disgust__SU4OQCS9,1
D:\processed_faces\fake\348_202,1
D:\processed_faces\real\189,0
D:\processed_faces\fake\02_06__walking_and_outside_surprised__O9WOC1KJ,1
D:\processed_faces\fake\id6_id0_0005,1
D:\processed_faces\fake\641_662,1
D:\processed_faces\fake\id5_id59_0008,1
D:\processed_faces\fake\id8_id5_0007,1
D:\processed_faces\fake\id2_id4_0006,1
D:\processed_faces\fake\328_320,1
D:\processed_faces\fake\id2_id37_0009,1
D:\processed_faces\fake\id2_id9_0001,1
D:\processed_faces\fake\id0_id26_0000,1
D:\processed_faces\real\263,0
D:\processed_faces\fake\id1_id26_0004,1
D:\processed_faces\real\638,0
D:\processed_faces\real\477,0
D:\processed_faces\fake\614_616,1
D:\processed_faces\real\id48_0007,0
D:\processed_faces\fake\id3_id9_0006,1
D:\processed_faces\fake\380_358,1
D:\processed_faces\real\01__secret_conversation,0
D:\processed_faces\real\00163,0
D:\processed_faces\fake\02_14__podium_speech_happy__3IUBEKCT,1
D:\processed_faces\real\06__talking_against_wall,0
D:\processed_faces\fake\941_940,1
D:\processed_faces\fake\02_01__outside_talking_still_laughing__YVGY8LOK,1
D:\processed_faces\fake\063_041,1
D:\processed_faces\fake\id3_id31_0008,1
D:\processed_faces\real\22__talking_against_wall,0
D:\processed_faces\real\626,0
D:\processed_faces\fake\235_194,1
D:\processed_faces\fake\612_702,1
D:\processed_faces\real\00206,0
D:\processed_faces\fake\id7_id12_0005,1
D:\processed_faces\fake\id3_id28_0004,1
D:\processed_faces\fake\816_649,1
D:\processed_faces\fake\691_732,1
D:\processed_faces\fake\01_09__exit_phone_room__6TSGVLHA,1
D:\processed_faces\fake\01_11__outside_talking_pan_laughing__LL4RUKZA,1
D:\processed_faces\fake\734_699,1
D:\processed_faces\fake\662_641,1
D:\processed_faces\real\00143,0
D:\processed_faces\fake\id0_id2_0006,1
D:\processed_faces\real\245,0
D:\processed_faces\real\id7_0000,0
D:\processed_faces\fake\id1_id3_0002,1
D:\processed_faces\fake\id0_id20_0007,1
D:\processed_faces\fake\id4_id35_0006,1
D:\processed_faces\fake\829_808,1
D:\processed_faces\real\650,0
D:\processed_faces\real\00038,0
D:\processed_faces\fake\id1_id21_0006,1
D:\processed_faces\real\id59_0002,0
D:\processed_faces\fake\id3_id2_0009,1
D:\processed_faces\real\661,0
D:\processed_faces\real\02__walking_down_street_outside_angry,0
D:\processed_faces\real\00172,0
D:\processed_faces\real\046,0
D:\processed_faces\real\id22_0004,0
D:\processed_faces\real\00127,0
D:\processed_faces\fake\id4_id6_0005,1
D:\processed_faces\fake\id4_id9_0000,1
D:\processed_faces\real\14__exit_phone_room,0
D:\processed_faces\real\00180,0
D:\processed_faces\real\797,0
D:\processed_faces\fake\906_847,1
D:\processed_faces\real\00023,0
D:\processed_faces\real\351,0
D:\processed_faces\real\id23_0009,0
D:\processed_faces\fake\id1_id23_0004,1
D:\processed_faces\real\00019,0
D:\processed_faces\fake\02_15__podium_speech_happy__I8G2LWD1,1
D:\processed_faces\fake\id8_id0_0002,1
D:\processed_faces\fake\332_051,1
D:\processed_faces\real\449,0
D:\processed_faces\fake\02_25__exit_phone_room__Z7FQ69VP,1
D:\processed_faces\real\id57_0009,0
D:\processed_faces\fake\id3_id21_0003,1
D:\processed_faces\real\531,0
D:\processed_faces\fake\410_411,1
D:\processed_faces\real\428,0
D:\processed_faces\fake\733_935,1
D:\processed_faces\real\03__kitchen_pan,0
D:\processed_faces\real\12__exit_phone_room,0
D:\processed_faces\fake\id3_id9_0002,1
D:\processed_faces\real\229,0
D:\processed_faces\fake\529_633,1
D:\processed_faces\fake\id7_id10_0004,1
D:\processed_faces\real\id41_0004,0
D:\processed_faces\fake\id1_id4_0003,1
D:\processed_faces\fake\01_26__outside_talking_pan_laughing__ZMEJ535O,1
D:\processed_faces\fake\01_11__hugging_happy__P06JKA75,1
D:\processed_faces\real\426,0
D:\processed_faces\real\166,0
D:\processed_faces\fake\400_476,1
D:\processed_faces\real\id7_0001,0
D:\processed_faces\fake\232_248,1
D:\processed_faces\real\id9_0005,0
D:\processed_faces\fake\353_383,1
D:\processed_faces\real\id55_0007,0
D:\processed_faces\fake\id1_id28_0001,1
D:\processed_faces\real\695,0
D:\processed_faces\real\24__kitchen_pan,0
D:\processed_faces\real\20__walking_and_outside_surprised,0
D:\processed_faces\real\182,0
D:\processed_faces\real\381,0
D:\processed_faces\real\00137,0
D:\processed_faces\fake\01_20__talking_angry_couch__FW94AIMJ,1
D:\processed_faces\real\id58_0002,0
D:\processed_faces\fake\id6_id37_0001,1
D:\processed_faces\fake\id3_id20_0009,1
D:\processed_faces\fake\02_18__walk_down_hall_angry__B95S4G6F,1
D:\processed_faces\real\787,0
D:\processed_faces\fake\id3_id1_0002,1
D:\processed_faces\fake\161_141,1
D:\processed_faces\fake\01_09__kitchen_pan__6TSGVLHA,1
D:\processed_faces\real\id2_0002,0
D:\processed_faces\fake\838_810,1
D:\processed_faces\fake\534_490,1
D:\processed_faces\real\10__exit_phone_room,0
D:\processed_faces\fake\026_012,1
D:\processed_faces\real\id58_0003,0
D:\processed_faces\fake\id2_id20_0002,1
D:\processed_faces\fake\id0_id26_0007,1
D:\processed_faces\real\00254,0
D:\processed_faces\real\27__walking_outside_cafe_disgusted,0
D:\processed_faces\real\16__walking_and_outside_surprised,0
D:\processed_faces\real\757,0
D:\processed_faces\fake\150_153,1
D:\processed_faces\real\id61_0002,0
D:\processed_faces\fake\210_241,1
D:\processed_faces\real\id30_0000,0
D:\processed_faces\fake\02_27__walk_down_hall_angry__78M8S6M6,1
D:\processed_faces\real\id13_0005,0
D:\processed_faces\fake\id0_id23_0002,1
D:\processed_faces\fake\765_867,1
D:\processed_faces\real\00073,0
D:\processed_faces\real\625,0
D:\processed_faces\real\551,0
D:\processed_faces\real\338,0
D:\processed_faces\fake\951_947,1
D:\processed_faces\fake\187_234,1
D:\processed_faces\fake\02_04__hugging_happy__SUIZOXAJ,1
D:\processed_faces\fake\id6_id16_0005,1
D:\processed_faces\fake\02_15__exit_phone_room__HTG660F8,1
