folder_path,label
D:\processed_faces\fake\017_803,1
D:\processed_faces\fake\02_15__walking_and_outside_surprised__I8G2LWD1,1
D:\processed_faces\real\00156,0
D:\processed_faces\fake\539_499,1
D:\processed_faces\fake\545_553,1
D:\processed_faces\real\165,0
D:\processed_faces\real\21__walking_down_street_outside_angry,0
D:\processed_faces\fake\id6_id4_0001,1
D:\processed_faces\fake\id4_id26_0006,1
D:\processed_faces\real\686,0
D:\processed_faces\fake\id0_id9_0008,1
D:\processed_faces\real\id24_0008,0
D:\processed_faces\fake\392_339,1
D:\processed_faces\fake\586_223,1
D:\processed_faces\fake\735_774,1
D:\processed_faces\real\id30_0004,0
D:\processed_faces\real\05__exit_phone_room,0
D:\processed_faces\fake\055_147,1
D:\processed_faces\real\609,0
D:\processed_faces\real\204,0
D:\processed_faces\real\053,0
D:\processed_faces\real\00051,0
D:\processed_faces\real\id26_0003,0
D:\processed_faces\real\id1_0004,0
D:\processed_faces\fake\01_04__walking_outside_cafe_disgusted__0XUW13RW,1
D:\processed_faces\real\00160,0
D:\processed_faces\fake\193_030,1
D:\processed_faces\real\00039,0
D:\processed_faces\fake\300_304,1
D:\processed_faces\fake\256_146,1
D:\processed_faces\fake\406_391,1
D:\processed_faces\fake\id1_id4_0005,1
D:\processed_faces\fake\02_15__walking_down_street_outside_angry__I8G2LWD1,1
D:\processed_faces\fake\02_04__walk_down_hall_angry__SUIZOXAJ,1
D:\processed_faces\fake\106_198,1
D:\processed_faces\real\id25_0002,0
D:\processed_faces\real\id43_0009,0
D:\processed_faces\real\434,0
D:\processed_faces\fake\01_03__outside_talking_still_laughing__JZUXXFRB,1
D:\processed_faces\real\id35_0005,0
D:\processed_faces\fake\id2_id20_0006,1
D:\processed_faces\fake\923_023,1
D:\processed_faces\fake\752_751,1
D:\processed_faces\real\id10_0001,0
D:\processed_faces\real\13__walk_down_hall_angry,0
D:\processed_faces\real\677,0
D:\processed_faces\real\579,0
D:\processed_faces\real\id60_0008,0
D:\processed_faces\real\id49_0001,0
D:\processed_faces\fake\id1_id0_0000,1
D:\processed_faces\fake\id4_id35_0000,1
D:\processed_faces\fake\702_612,1
D:\processed_faces\fake\434_438,1
D:\processed_faces\fake\id0_id28_0006,1
D:\processed_faces\real\057,0
D:\processed_faces\real\id5_0005,0
D:\processed_faces\fake\767_694,1
D:\processed_faces\real\694,0
D:\processed_faces\real\572,0
D:\processed_faces\fake\02_06__kitchen_pan__O9WOC1KJ,1
D:\processed_faces\fake\625_650,1
D:\processed_faces\real\00191,0
D:\processed_faces\fake\997_040,1
D:\processed_faces\real\15__exit_phone_room,0
D:\processed_faces\fake\id2_id37_0000,1
D:\processed_faces\real\13__kitchen_pan,0
D:\processed_faces\fake\id0_id6_0002,1
D:\processed_faces\real\id50_0006,0
D:\processed_faces\real\00099,0
D:\processed_faces\fake\993_989,1
D:\processed_faces\real\22__kitchen_still,0
D:\processed_faces\real\14__talking_angry_couch,0
D:\processed_faces\fake\id3_id37_0002,1
D:\processed_faces\real\00218,0
D:\processed_faces\real\408,0
D:\processed_faces\fake\id0_id20_0009,1
D:\processed_faces\real\588,0
D:\processed_faces\real\085,0
D:\processed_faces\real\00295,0
D:\processed_faces\real\645,0
D:\processed_faces\fake\id3_id2_0005,1
D:\processed_faces\real\id37_0004,0
D:\processed_faces\real\00043,0
D:\processed_faces\fake\687_615,1
D:\processed_faces\fake\id3_id17_0005,1
D:\processed_faces\fake\id4_id1_0003,1
D:\processed_faces\real\106,0
D:\processed_faces\fake\619_620,1
D:\processed_faces\fake\id6_id2_0009,1
D:\processed_faces\fake\369_316,1
D:\processed_faces\fake\id2_id6_0004,1
D:\processed_faces\real\983,0
D:\processed_faces\real\11__outside_talking_pan_laughing,0
D:\processed_faces\real\738,0
D:\processed_faces\fake\03_02__secret_conversation__GYX5OFTD,1
D:\processed_faces\fake\id2_id16_0006,1
D:\processed_faces\real\id49_0004,0
D:\processed_faces\fake\547_574,1
D:\processed_faces\fake\id6_id16_0002,1
D:\processed_faces\fake\468_470,1
D:\processed_faces\fake\02_18__kitchen_still__B95S4G6F,1
D:\processed_faces\fake\id8_id4_0007,1
D:\processed_faces\fake\088_060,1
D:\processed_faces\real\132,0
D:\processed_faces\fake\142_138,1
D:\processed_faces\real\16__kitchen_pan,0
D:\processed_faces\real\00175,0
D:\processed_faces\fake\02_15__outside_talking_pan_laughing__TN2CWM3K,1
D:\processed_faces\real\385,0
D:\processed_faces\real\id23_0004,0
D:\processed_faces\fake\id6_id23_0009,1
D:\processed_faces\real\id13_0000,0
D:\processed_faces\real\00116,0
D:\processed_faces\real\id38_0009,0
D:\processed_faces\fake\613_685,1
D:\processed_faces\fake\937_888,1
D:\processed_faces\real\id46_0006,0
D:\processed_faces\real\003,0
D:\processed_faces\fake\02_15__walking_down_indoor_hall_disgust__HTG660F8,1
D:\processed_faces\real\904,0
D:\processed_faces\fake\639_841,1
D:\processed_faces\fake\841_639,1
D:\processed_faces\fake\01_11__secret_conversation__WIZ7GKOD,1
D:\processed_faces\fake\046_904,1
D:\processed_faces\real\01__walking_down_indoor_hall_disgust,0
D:\processed_faces\real\28__walking_outside_cafe_disgusted,0
D:\processed_faces\fake\157_245,1
D:\processed_faces\real\681,0
D:\processed_faces\real\914,0
D:\processed_faces\real\853,0
D:\processed_faces\fake\id4_id0_0001,1
D:\processed_faces\real\374,0
D:\processed_faces\fake\id9_id0_0001,1
D:\processed_faces\fake\id6_id31_0008,1
D:\processed_faces\real\496,0
D:\processed_faces\fake\id6_id17_0002,1
D:\processed_faces\fake\02_27__walking_outside_cafe_disgusted__78M8S6M6,1
D:\processed_faces\real\548,0
D:\processed_faces\fake\id1_id31_0002,1
D:\processed_faces\real\665,0
D:\processed_faces\real\00224,0
D:\processed_faces\fake\757_573,1
D:\processed_faces\real\218,0
D:\processed_faces\fake\695_422,1
D:\processed_faces\fake\530_594,1
D:\processed_faces\real\00234,0
D:\processed_faces\real\id30_0007,0
D:\processed_faces\fake\id3_id17_0003,1
D:\processed_faces\real\214,0
D:\processed_faces\fake\01_04__walking_and_outside_surprised__GBC7ZGDP,1
D:\processed_faces\real\167,0
D:\processed_faces\fake\015_919,1
D:\processed_faces\fake\02_06__podium_speech_happy__SU4OQCS9,1
D:\processed_faces\real\00291,0
D:\processed_faces\fake\942_943,1
D:\processed_faces\real\987,0
D:\processed_faces\fake\id6_id23_0006,1
D:\processed_faces\fake\484_415,1
D:\processed_faces\fake\020_344,1
D:\processed_faces\real\id51_0002,0
D:\processed_faces\real\262,0
D:\processed_faces\real\id21_0000,0
D:\processed_faces\fake\id1_id20_0003,1
D:\processed_faces\fake\045_889,1
D:\processed_faces\fake\id3_id6_0006,1
D:\processed_faces\fake\01_14__kitchen_still__01YF7VQM,1
D:\processed_faces\fake\id2_id9_0008,1
D:\processed_faces\real\id34_0009,0
D:\processed_faces\real\id22_0003,0
D:\processed_faces\fake\853_863,1
D:\processed_faces\fake\02_18__secret_conversation__B95S4G6F,1
D:\processed_faces\fake\02_27__outside_talking_still_laughing__YQX5Z8GN,1
D:\processed_faces\real\369,0
D:\processed_faces\fake\id1_id16_0003,1
D:\processed_faces\fake\978_975,1
D:\processed_faces\fake\926_900,1
D:\processed_faces\fake\254_261,1
D:\processed_faces\real\07__kitchen_still,0
D:\processed_faces\fake\130_139,1
D:\processed_faces\fake\970_973,1
D:\processed_faces\fake\143_140,1
D:\processed_faces\real\id35_0000,0
D:\processed_faces\real\00115,0
D:\processed_faces\real\145,0
D:\processed_faces\real\06__exit_phone_room,0
D:\processed_faces\fake\147_055,1
D:\processed_faces\fake\id4_id3_0008,1
D:\processed_faces\real\00216,0
D:\processed_faces\real\id5_0001,0
D:\processed_faces\fake\id1_id35_0006,1
D:\processed_faces\fake\964_174,1
D:\processed_faces\fake\065_089,1
D:\processed_faces\real\805,0
D:\processed_faces\real\id50_0007,0
D:\processed_faces\real\01__walk_down_hall_angry,0
D:\processed_faces\real\992,0
D:\processed_faces\fake\02_15__kitchen_still__HTG660F8,1
D:\processed_faces\fake\216_164,1
D:\processed_faces\fake\02_09__secret_conversation__6KUOFMZW,1
D:\processed_faces\fake\id1_id16_0000,1
D:\processed_faces\fake\670_661,1
D:\processed_faces\real\11__exit_phone_room,0
D:\processed_faces\real\713,0
D:\processed_faces\real\486,0
D:\processed_faces\real\543,0
D:\processed_faces\real\138,0
D:\processed_faces\fake\584_823,1
D:\processed_faces\real\id10_0007,0
D:\processed_faces\real\id44_0003,0
D:\processed_faces\real\304,0
D:\processed_faces\real\16__exit_phone_room,0
D:\processed_faces\real\id34_0000,0
D:\processed_faces\real\316,0
D:\processed_faces\real\id26_0002,0
D:\processed_faces\fake\id1_id6_0003,1
D:\processed_faces\fake\id0_id17_0005,1
D:\processed_faces\fake\127_129,1
D:\processed_faces\fake\id2_id28_0004,1
D:\processed_faces\real\id13_0012,0
D:\processed_faces\fake\206_221,1
D:\processed_faces\real\21__hugging_happy,0
D:\processed_faces\fake\728_673,1
D:\processed_faces\fake\003_000,1
D:\processed_faces\fake\id2_id35_0008,1
D:\processed_faces\real\id39_0002,0
D:\processed_faces\real\813,0
D:\processed_faces\real\id46_0002,0
D:\processed_faces\fake\525_509,1
D:\processed_faces\real\id19_0003,0
D:\processed_faces\fake\710_788,1
D:\processed_faces\real\id4_0001,0
D:\processed_faces\real\060,0
D:\processed_faces\real\00275,0
D:\processed_faces\fake\id0_id2_0001,1
D:\processed_faces\fake\id3_id6_0002,1
D:\processed_faces\fake\227_169,1
D:\processed_faces\real\id38_0008,0
D:\processed_faces\real\18__secret_conversation,0
D:\processed_faces\fake\01_11__secret_conversation__4OJNJLOO,1
D:\processed_faces\fake\id4_id28_0001,1
D:\processed_faces\fake\id1_id26_0009,1
D:\processed_faces\real\391,0
D:\processed_faces\fake\010_005,1
D:\processed_faces\fake\483_370,1
D:\processed_faces\real\957,0
D:\processed_faces\fake\id2_id21_0003,1
D:\processed_faces\fake\918_934,1
D:\processed_faces\fake\id8_id6_0002,1
D:\processed_faces\real\12__secret_conversation,0
D:\processed_faces\fake\785_736,1
D:\processed_faces\fake\03_04__kitchen_pan__T04P6ELC,1
D:\processed_faces\fake\id2_id35_0005,1
D:\processed_faces\fake\id2_id0_0002,1
D:\processed_faces\fake\id2_id31_0006,1
D:\processed_faces\real\18__kitchen_pan,0
D:\processed_faces\real\335,0
D:\processed_faces\fake\924_917,1
D:\processed_faces\fake\043_110,1
D:\processed_faces\real\175,0
D:\processed_faces\fake\id6_id20_0004,1
D:\processed_faces\fake\643_646,1
D:\processed_faces\fake\450_533,1
D:\processed_faces\fake\id6_id16_0008,1
D:\processed_faces\fake\id9_id2_0006,1
D:\processed_faces\fake\304_300,1
D:\processed_faces\fake\01_26__exit_phone_room__BTVMWLG6,1
D:\processed_faces\real\206,0
D:\processed_faces\fake\320_328,1
D:\processed_faces\fake\573_757,1
D:\processed_faces\real\032,0
D:\processed_faces\real\00205,0
D:\processed_faces\real\03__kitchen_still,0
D:\processed_faces\fake\429_404,1
D:\processed_faces\fake\id2_id23_0006,1
D:\processed_faces\real\898,0
D:\processed_faces\real\id45_0008,0
D:\processed_faces\real\22__outside_talking_pan_laughing,0
D:\processed_faces\fake\id2_id28_0008,1
D:\processed_faces\fake\532_544,1
D:\processed_faces\real\646,0
D:\processed_faces\fake\id4_id31_0009,1
D:\processed_faces\fake\02_15__talking_against_wall__HTG660F8,1
D:\processed_faces\fake\074_825,1
D:\processed_faces\real\id16_0010,0
D:\processed_faces\real\id10_0000,0
D:\processed_faces\real\163,0
D:\processed_faces\real\17__walking_down_indoor_hall_disgust,0
D:\processed_faces\fake\id0_id4_0004,1
D:\processed_faces\real\id17_0005,0
D:\processed_faces\fake\955_078,1
D:\processed_faces\fake\id1_id37_0006,1
D:\processed_faces\fake\956_958,1
D:\processed_faces\real\17__kitchen_still,0
D:\processed_faces\real\281,0
D:\processed_faces\real\28__secret_conversation,0
D:\processed_faces\real\071,0
D:\processed_faces\real\095,0
D:\processed_faces\fake\id2_id26_0007,1
D:\processed_faces\real\00030,0
D:\processed_faces\real\20__outside_talking_still_laughing,0
D:\processed_faces\fake\id2_id3_0004,1
D:\processed_faces\fake\id1_id20_0009,1
D:\processed_faces\fake\269_268,1
D:\processed_faces\real\407,0
D:\processed_faces\fake\624_570,1
D:\processed_faces\real\27__kitchen_pan,0
D:\processed_faces\fake\786_819,1
D:\processed_faces\fake\02_14__secret_conversation__3IUBEKCT,1
D:\processed_faces\real\id22_0009,0
D:\processed_faces\fake\id0_id21_0002,1
D:\processed_faces\real\17__walking_and_outside_surprised,0
D:\processed_faces\fake\746_571,1
D:\processed_faces\real\995,0
D:\processed_faces\real\11__outside_talking_still_laughing,0
D:\processed_faces\fake\676_776,1
D:\processed_faces\real\id41_0001,0
D:\processed_faces\fake\id2_id16_0003,1
D:\processed_faces\fake\id1_id0_0007,1
D:\processed_faces\fake\id8_id7_0003,1
D:\processed_faces\fake\02_06__walk_down_hall_angry__0M6JNS5D,1
D:\processed_faces\fake\596_609,1
D:\processed_faces\fake\552_851,1
D:\processed_faces\real\00026,0
D:\processed_faces\fake\01_11__talking_against_wall__4OJNJLOO,1
D:\processed_faces\fake\id4_id28_0003,1
D:\processed_faces\fake\id6_id28_0006,1
D:\processed_faces\real\00092,0
D:\processed_faces\fake\721_715,1
D:\processed_faces\fake\id3_id17_0006,1
D:\processed_faces\fake\id3_id31_0006,1
D:\processed_faces\real\id13_0008,0
D:\processed_faces\real\id49_0007,0
D:\processed_faces\real\326,0
D:\processed_faces\fake\828_830,1
D:\processed_faces\fake\id1_id16_0009,1
D:\processed_faces\fake\id2_id4_0008,1
D:\processed_faces\real\380,0
D:\processed_faces\real\647,0
D:\processed_faces\fake\431_447,1
D:\processed_faces\real\697,0
D:\processed_faces\fake\727_729,1
D:\processed_faces\fake\02_09__kitchen_pan__HIH8YA82,1
D:\processed_faces\real\920,0
D:\processed_faces\fake\03_01__secret_conversation__480LQD1C,1
D:\processed_faces\real\id49_0000,0
D:\processed_faces\real\015,0
D:\processed_faces\fake\01_15__podium_speech_happy__02HILKYO,1
D:\processed_faces\real\215,0
D:\processed_faces\real\id53_0000,0
D:\processed_faces\real\id57_0006,0
D:\processed_faces\fake\id0_id1_0005,1
D:\processed_faces\real\id53_0008,0
D:\processed_faces\fake\381_376,1
D:\processed_faces\real\760,0
D:\processed_faces\fake\01_15__outside_talking_still_laughing__02HILKYO,1
D:\processed_faces\real\id54_0003,0
D:\processed_faces\fake\id8_id5_0002,1
D:\processed_faces\real\875,0
D:\processed_faces\real\08__outside_talking_pan_laughing,0
D:\processed_faces\fake\id1_id0_0009,1
D:\processed_faces\fake\02_09__walk_down_hall_angry__6KUOFMZW,1
D:\processed_faces\fake\477_487,1
D:\processed_faces\real\585,0
D:\processed_faces\fake\267_286,1
D:\processed_faces\fake\640_638,1
D:\processed_faces\real\id33_0002,0
D:\processed_faces\fake\645_688,1
D:\processed_faces\fake\02_15__exit_phone_room__I8G2LWD1,1
D:\processed_faces\fake\497_403,1
D:\processed_faces\fake\id3_id1_0006,1
D:\processed_faces\fake\302_323,1
D:\processed_faces\fake\284_263,1
D:\processed_faces\fake\01_27__hugging_happy__ZYCZ30C0,1
D:\processed_faces\fake\id0_id23_0007,1
D:\processed_faces\fake\368_378,1
D:\processed_faces\fake\id7_id10_0007,1
D:\processed_faces\real\id37_0009,0
D:\processed_faces\fake\834_852,1
D:\processed_faces\real\00232,0
D:\processed_faces\real\id35_0002,0
D:\processed_faces\fake\305_513,1
D:\processed_faces\real\id10_0004,0
D:\processed_faces\fake\693_698,1
D:\processed_faces\fake\629_618,1
D:\processed_faces\real\501,0
D:\processed_faces\real\00146,0
D:\processed_faces\fake\id4_id26_0005,1
D:\processed_faces\real\891,0
D:\processed_faces\fake\id8_id1_0008,1
D:\processed_faces\fake\id6_id20_0006,1
D:\processed_faces\fake\917_924,1
D:\processed_faces\fake\753_789,1
D:\processed_faces\real\00106,0
D:\processed_faces\real\09__talking_angry_couch,0
D:\processed_faces\fake\02_13__walking_and_outside_surprised__CP5HFV3K,1
D:\processed_faces\fake\709_390,1
D:\processed_faces\real\id36_0001,0
D:\processed_faces\fake\661_670,1
D:\processed_faces\fake\473_366,1
D:\processed_faces\fake\02_27__meeting_serious__QW05XUUZ,1
D:\processed_faces\fake\441_439,1
D:\processed_faces\fake\id6_id4_0006,1
D:\processed_faces\fake\808_829,1
D:\processed_faces\fake\861_858,1
D:\processed_faces\fake\936_931,1
D:\processed_faces\real\121,0
D:\processed_faces\fake\294_292,1
D:\processed_faces\real\141,0
D:\processed_faces\real\00131,0
D:\processed_faces\fake\867_765,1
D:\processed_faces\fake\01_11__outside_talking_still_laughing__9229VVZ3,1
D:\processed_faces\fake\027_009,1
D:\processed_faces\fake\03_06__meeting_serious__83ABVHC3,1
D:\processed_faces\real\00132,0
D:\processed_faces\real\00066,0
D:\processed_faces\fake\231_663,1
D:\processed_faces\real\id3_0008,0
D:\processed_faces\fake\389_480,1
D:\processed_faces\real\12__outside_talking_still_laughing,0
D:\processed_faces\real\id16_0007,0
D:\processed_faces\real\119,0
D:\processed_faces\real\id17_0008,0
D:\processed_faces\real\id32_0009,0
D:\processed_faces\real\id37_0008,0
D:\processed_faces\fake\01_11__podium_speech_happy__WIZ7GKOD,1
D:\processed_faces\fake\485_425,1
D:\processed_faces\real\20__kitchen_pan,0
D:\processed_faces\real\008,0
D:\processed_faces\real\00042,0
D:\processed_faces\fake\205_184,1
D:\processed_faces\real\918,0
D:\processed_faces\real\id52_0005,0
D:\processed_faces\real\042,0
D:\processed_faces\fake\330_162,1
D:\processed_faces\real\id44_0005,0
D:\processed_faces\fake\724_725,1
D:\processed_faces\fake\804_738,1
D:\processed_faces\fake\742_775,1
D:\processed_faces\real\00082,0
D:\processed_faces\fake\207_908,1
D:\processed_faces\real\00165,0
D:\processed_faces\fake\798_778,1
D:\processed_faces\real\00136,0
D:\processed_faces\fake\664_668,1
D:\processed_faces\real\id43_0000,0
D:\processed_faces\fake\id6_id23_0001,1
D:\processed_faces\real\00052,0
D:\processed_faces\real\10__podium_speech_happy,0
D:\processed_faces\fake\047_862,1
D:\processed_faces\real\11__walking_outside_cafe_disgusted,0
D:\processed_faces\fake\285_136,1
D:\processed_faces\fake\928_160,1
D:\processed_faces\real\id29_0005,0
D:\processed_faces\fake\id4_id3_0006,1
D:\processed_faces\fake\id6_id1_0006,1
D:\processed_faces\fake\id2_id3_0003,1
D:\processed_faces\real\956,0
D:\processed_faces\real\00248,0
D:\processed_faces\fake\247_229,1
D:\processed_faces\real\id16_0006,0
D:\processed_faces\fake\747_854,1
D:\processed_faces\real\567,0
D:\processed_faces\fake\395_401,1
D:\processed_faces\real\657,0
D:\processed_faces\fake\id8_id3_0002,1
D:\processed_faces\real\831,0
D:\processed_faces\real\id50_0009,0
D:\processed_faces\real\27__walking_down_indoor_hall_disgust,0
D:\processed_faces\real\00070,0
D:\processed_faces\real\id52_0000,0
D:\processed_faces\real\00297,0
D:\processed_faces\fake\02_06__walking_and_outside_surprised__N8OSN8P6,1
D:\processed_faces\real\212,0
D:\processed_faces\fake\03_01__outside_talking_still_laughing__JZUXXFRB,1
D:\processed_faces\fake\355_748,1
D:\processed_faces\fake\id4_id3_0002,1
D:\processed_faces\real\769,0
D:\processed_faces\fake\id3_id35_0007,1
D:\processed_faces\fake\447_431,1
D:\processed_faces\fake\id6_id4_0008,1
D:\processed_faces\real\928,0
D:\processed_faces\fake\362_354,1
D:\processed_faces\fake\006_002,1
D:\processed_faces\real\19__walk_down_hall_angry,0
D:\processed_faces\fake\884_968,1
D:\processed_faces\real\972,0
D:\processed_faces\fake\02_12__walking_and_outside_surprised__9D2ZHEKW,1
D:\processed_faces\fake\id2_id37_0007,1
D:\processed_faces\real\482,0
D:\processed_faces\real\00289,0
D:\processed_faces\real\id3_0004,0
D:\processed_faces\real\607,0
D:\processed_faces\fake\id3_id35_0009,1
D:\processed_faces\real\id26_0004,0
D:\processed_faces\fake\id0_id2_0005,1
D:\processed_faces\real\00133,0
D:\processed_faces\fake\id1_id3_0009,1
D:\processed_faces\real\227,0
D:\processed_faces\fake\id0_id20_0000,1
D:\processed_faces\fake\694_767,1
D:\processed_faces\real\640,0
D:\processed_faces\real\00123,0
D:\processed_faces\real\699,0
D:\processed_faces\real\id2_0007,0
D:\processed_faces\fake\876_891,1
D:\processed_faces\fake\270_297,1
D:\processed_faces\fake\id6_id30_0009,1
D:\processed_faces\fake\id9_id0_0009,1
D:\processed_faces\fake\183_253,1
